footprintwkt
POINT(-91.5 8.5)
POINT(-91.5 7.5)
POINT(-91.5 6.5)
POINT(-91.5 10.5)
POINT(-91.48 8.7)
POINT(-91.46 9.91)
POINT(-91.46 8.68)
POINT(-91.46 8.68)
POINT(-91.46 8.68)
POINT(-91.45 8.68)
POINT(-91.44 7.89)
POINT(-91.43 8.66)
POINT(-91.43 8.64)
POINT(-91.42 8.65)
POINT(-91.41 8.66)
POINT(-91.41 8.64)
POINT(-91.4 8.6)
POINT(-91.3717 -1.175)
POINT(-91.32 7.91)
POINT(-91.32 -1.23)
POINT(-91.3 8.85)
POINT(-91.28 7.92)
POINT(-91.28 7.91)
POINT(-91.28 -1.27)
POINT(-91.24 9.91)
POINT(-91.24 9.9)
POINT(-91.23 7.91)
POINT(-91.22 11.97)
POINT(-91.19 9.86)
POINT(-91.13 9.9)
POINT(-91.12 10.08)
POINT(-90.86 -12.79)
POINT(-90.85 9.86)
POINT(-90.67 9.82)
POINT(-90.67 9.81)
POINT(-90.66 8.87)
POINT(-90.63 8.47)
POINT(-90.5 9.5)
POINT(-90.5 8.5)
POINT(-90.49 10.51)
POINT(-90.44 9.67)
POINT(-90.44 10.61)
POINT(-90.41 9.49)
POINT(-90.27 9.21)
POINT(-90.06 9.08)
POINT(-90.02 9.02)
POINT(-9.774617 70.577733)
POINT(-9.774617 70.577733)
POINT(9.581548 79.007141)
POINT(9.5425 78.886667)
POINT(9.488 78.088)
POINT(-89.83 10.5)
POINT(-89.77 10.53)
POINT(-89.75 10.54)
POINT(-89.68 10.09)
POINT(-89.5 9.5)
POINT(-89.5 8.5)
POINT(-89.46 9.45)
POINT(-89.46 9.39)
POINT(-89.46 9.39)
POINT(-89.46 9.39)
POINT(-89.43 7.66)
POINT(-89.22 -8.8)
POINT(-89.22 -8.8)
POINT(-89.22 -8.8)
POINT(-89.16 -2.38)
POINT(-89.07 -9.07)
POINT(-88.56 11.29)
POINT(-88.5 9.5)
POINT(-88.5 8.5)
POINT(-88.4 9.11)
POINT(-88.28 -11.75)
POINT(-88.07 6.48)
POINT(-87.45 -2.04)
POINT(-87.4 -14.43)
POINT(-87.4 -14.43)
POINT(-87.4 -14.43)
POINT(-86.76 -10.34)
POINT(-86.14 -1.78)
POINT(-85.8 8.9)
POINT(-84.68 -4.85)
POINT(-83.25 -3.26)
POINT(-83.25 -3.25)
POINT(-82.08 -5.33)
POINT(-81.94 -13.79)
POINT(-81.25 -6.97)
POINT(-81.24 -5.03)
POINT(80.881348 5.040605)
POINT(80.74365 5.779533)
POINT(-80.62 -7.21)
POINT(-80.61 -7.21)
POINT(-80.61 -7.21)
POINT(-80.61 -7.21)
POINT(-80.61 -7.21)
POINT(80.460763 5.779746)
POINT(80.450821 5.801144)
POINT(80.438933 5.931804)
POINT(80.4 5.9)
POINT(80.205057 6.018962)
POINT(-8.99 45.25)
POINT(8.849442 78.763093)
POINT(8.574503 79.144563)
POINT(-8.141446 71.178013)
POINT(-79.96 -14.24)
POINT(-79.08 -8.78)
POINT(-77.51 -11.746667)
POINT(-76.390667 -14.059333)
POINT(-75.526886 -46.342978)
POINT(-75.172 -45.81645)
POINT(-74.851234 37.188076)
POINT(-74.6005 -42.4137)
POINT(-74.453438 36.799606)
POINT(-74.1118 -42.0656)
POINT(-73.942 -41.7221)
POINT(-73.283 36.5)
POINT(-73.23 -43.878)
POINT(-72.92051 38.63343)
POINT(-72.803 39.5762)
POINT(-71.8891 39.5554)
POINT(-71.8833333 40.8333333)
POINT(-71.8166667 40.8)
POINT(-71.7166667 40.75)
POINT(-71.557045 -29.050372)
POINT(-71.5562 -29.0631)
POINT(-71.552582 -29.04467)
POINT(-71.5496 -29.0508)
POINT(-71.26616 41.3691)
POINT(-70.8 37.417)
POINT(-70.15469 43.13717)
POINT(-70.074196 42.936922)
POINT(7.981112 79.063612)
POINT(-7.332 -69.003)
POINT(-7.16887 49.61471)
POINT(-69.8966 42.3149)
POINT(-69.23986 42.62591)
POINT(-69.23798 42.29057)
POINT(-69.17131 40.17619)
POINT(-69.12857 40.2273)
POINT(-69.10503 40.58997)
POINT(-68.833 41.617)
POINT(-68.7167 41.25)
POINT(-68.7 41.3)
POINT(-68.4996 43.4303)
POINT(-68.4 42)
POINT(-68.391609 48.845288)
POINT(-68.0918 40.44926)
POINT(-68.0667 40.6333)
POINT(67.995 -46.999)
POINT(67.974 -46.81)
POINT(-67.714485 40.561584)
POINT(-67.653333 -57.758333)
POINT(-67.617043 44.228766)
POINT(-67.4 44.4)
POINT(-67.376868 40.528617)
POINT(-67.283 40.567)
POINT(-66.843498 41.050667)
POINT(-66.25842 41.2215)
POINT(-66.20718 41.4249)
POINT(-66.17111 41.42314)
POINT(-64.65 42.6)
POINT(-64.491667 -61.983333)
POINT(-64.433 42.583)
POINT(-64.405713 -61.497347)
POINT(-64.35661 49.48436)
POINT(-64.32182 49.4173)
POINT(-64.199 -60.6575)
POINT(-64.199 -60.6575)
POINT(-64.0117 47.7062)
POINT(-63.97018 48.32334)
POINT(-63.917 47.8032)
POINT(-63.90491 48.64952)
POINT(-63.8891 47.8338)
POINT(-63.8365 47.8731)
POINT(-63.8288 48.283)
POINT(-63.7675 -58.487333)
POINT(-63.68133 47.46944)
POINT(-63.67001 47.46117)
POINT(-62.80898 47.7334)
POINT(-62.788776 -64.807006)
POINT(-62.08389 48.16496)
POINT(-62.08 43.254)
POINT(-61.911667 -63.1075)
POINT(-61.1137924 44.8293343)
POINT(-60.677848 -63.202842)
POINT(-60.454715 -59.733021)
POINT(-60.45 41.8)
POINT(-60.2811 -63.0436)
POINT(-6.987 -69.006)
POINT(-6.86914 45.35123)
POINT(-6.6404516 58.3437375)
POINT(-6.1918585 56.1071562)
POINT(-6.1575755 56.9187014)
POINT(-59.28325 45.83694)
POINT(-59.25282 45.84564)
POINT(-58.1 44.25)
POINT(-57.5354 -62.451406)
POINT(-57.48109 45.51802)
POINT(57.235167 -48.1355)
POINT(-56.96113 44.567)
POINT(-56.95738 44.5659)
POINT(-56.94767 44.57765)
POINT(-56.93758 44.58167)
POINT(-56.93122 44.58541)
POINT(-56.92028 44.58141)
POINT(-56.91926 44.58131)
POINT(-56.8996 44.58485)
POINT(-56.89712 44.58219)
POINT(-56.7137 -63.726183)
POINT(-56.571783 -63.7587)
POINT(-56.379167 47.1)
POINT(-56.342923 -63.455236)
POINT(-54.717 43.6)
POINT(52.971333 -52.235333)
POINT(-52.95 49.7)
POINT(-51 56.5)
POINT(-5.542333 35.95867)
POINT(-49.786531 -61.16944)
POINT(-49.37 -62.367167)
POINT(-47.45833 38.52063)
POINT(-46.005633 -60.43245)
POINT(-45.282898 -61.040503)
POINT(-45.097683 -60.945967)
POINT(44.990333 -53.475)
POINT(-44.132167 -60.108)
POINT(-41.7 -51.18)
POINT(-4.63 -15.89)
POINT(-39.6817 -57.7568)
POINT(-39.5605 -57.275333)
POINT(-38.469929 -53.809679)
POINT(-38.16836 -54.038444)
POINT(-37.672072 -53.90289)
POINT(-37.668033 -53.90365)
POINT(-37.663968 -53.910703)
POINT(-37.642078 -53.952853)
POINT(-37.642078 -53.952853)
POINT(-37.642078 -53.952853)
POINT(-37.577717 -53.930217)
POINT(-37.445283 -53.928305)
POINT(-37.444683 -53.927916)
POINT(-36 -54.2)
POINT(-35.95 -54.89)
POINT(-35.946827 -54.37087)
POINT(-35.828648 -54.81227)
POINT(-35.637978 -54.690872)
POINT(-35.62294 -54.681665)
POINT(-35.381 -54.411)
POINT(-30.50598 65.13125)
POINT(-3.0523441 58.4576876)
POINT(-29.98 -67.03)
POINT(-29.41877 65.47778)
POINT(-29.41378 65.44014)
POINT(-29 40.75)
POINT(-28.80102 38.47253)
POINT(-28.8 38.5)
POINT(-28.75335 38.46125)
POINT(-28.6981 38.5053)
POINT(-28.6981 38.5053)
POINT(-28.6981 38.5053)
POINT(-28.6981 38.5053)
POINT(-28.6981 38.5053)
POINT(-28.66 38.49)
POINT(-28.66 38.49)
POINT(-28.6336 38.6334)
POINT(-28.6209 38.354717)
POINT(-28.52085 38.43482)
POINT(-28.506603 38.417183)
POINT(-28.498 38.42199)
POINT(-28.434 38.377)
POINT(-28.434 38.377)
POINT(-28.434 38.377)
POINT(-28.4 38.35)
POINT(-28.359009 38.349555)
POINT(-28.351272 38.349662)
POINT(-28.351272 38.349662)
POINT(-28.31012 38.381337)
POINT(-28.307327 38.360862)
POINT(-28.299683 38.373316)
POINT(-28.294189 38.346036)
POINT(-28.293091 38.336917)
POINT(-28.291992 38.293961)
POINT(-28.291992 38.293961)
POINT(-28.291992 38.293961)
POINT(-28.291992 38.293961)
POINT(-28.287598 38.314508)
POINT(-28.279758 38.334287)
POINT(-28.271118 38.361042)
POINT(-28.268646 38.362657)
POINT(-28.266026 38.382207)
POINT(-28.260132 38.330023)
POINT(-28.258141 38.364918)
POINT(-28.254639 38.330884)
POINT(-28.250244 38.361257)
POINT(-28.249146 38.328299)
POINT(-28.248047 38.300858)
POINT(-28.188995 38.343272)
POINT(-28.165558 38.356806)
POINT(-28.106323 38.340364)
POINT(-27.49067 65.64342)
POINT(-27.47527 65.64249)
POINT(-27.18675 38.52719)
POINT(-27.16888 64.31802)
POINT(-26.8 -13.42)
POINT(-26.2423 -57.778055)
POINT(-26.23245 -57.768888)
POINT(-25.93525 66.24053)
POINT(-25.510643 37.693021)
POINT(-23.757935 65.144239)
POINT(-22.36255 68.08295)
POINT(-21.862 69.435167)
POINT(19.62449 80.582539)
POINT(19.586033 80.587032)
POINT(19.45 80.55)
POINT(18.911247 79.479411)
POINT(-18.230049 65.904092)
POINT(18.099976 79.800834)
POINT(18.054016 79.865966)
POINT(-178.93 50.5)
POINT(172.9942 -44.1246)
POINT(-17.8721 66.72536)
POINT(-17.82985 66.64094)
POINT(-17.82963 66.6647)
POINT(-17.81738 66.5229)
POINT(-17.81107 66.53345)
POINT(-17.808883 66.134967)
POINT(17.8 80)
POINT(-17.79675 66.74491)
POINT(-17.79583 66.66279)
POINT(-17.7948 66.5302)
POINT(-17.7858 66.69413)
POINT(-17.77813 66.5476)
POINT(-17.77675 66.5812)
POINT(-17.77453 66.58985)
POINT(-17.7707 66.54533)
POINT(-17.737083 66.317828)
POINT(-17.73708 66.56802)
POINT(-17.72667 66.5317)
POINT(-17.72575 66.53184)
POINT(-17.724167 66.286667)
POINT(-17.72245 66.5157)
POINT(-17.72095 66.71552)
POINT(-17.71758 66.60525)
POINT(-17.71468 66.56678)
POINT(-17.70988 66.72583)
POINT(-17.7062 66.50584)
POINT(-17.7041 66.50803)
POINT(-17.70362 66.7104)
POINT(-17.70362 66.52676)
POINT(-17.7027 66.127741)
POINT(-17.700806 66.12348)
POINT(-17.70075 66.50787)
POINT(-17.68417 66.70973)
POINT(-17.67558 66.61607)
POINT(-17.66295 66.55245)
POINT(-17.6479 66.63062)
POINT(-17.61028 66.34135)
POINT(-17.5902 66.1538)
POINT(-17.56697 66.33265)
POINT(17.55 81.09)
POINT(-17.53288 66.16264)
POINT(-17.523193 66.078211)
POINT(-17.501221 66.075891)
POINT(-17.501221 66.075891)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.5 66.1)
POINT(-17.49957 66.21049)
POINT(-17.49567 66.38848)
POINT(-17.47837 66.29203)
POINT(-17.47043 66.28672)
POINT(-17.46823 66.28087)
POINT(-17.46147 66.2299)
POINT(-17.45972 66.28867)
POINT(-17.45162 66.22764)
POINT(-17.43688 66.29612)
POINT(-17.43162 66.21111)
POINT(-17.42118 66.22435)
POINT(-17.41907 66.207)
POINT(-17.41035 66.20552)
POINT(-17.40183 66.20422)
POINT(-17.38964 66.20216)
POINT(-17.38452 66.28777)
POINT(-17.37422 66.31423)
POINT(-17.37148 66.31813)
POINT(17.134895 80.169808)
POINT(-17.07 19.374)
POINT(168.94 52.03)
POINT(166.523725 -22.229549)
POINT(16.4 80.75)
POINT(16.35 81.27)
POINT(16.0491 80.7975)
POINT(-158.13 43.21)
POINT(156.78679 -8.181629)
POINT(-154.5815 54.668833)
POINT(-152.931 53.956333)
POINT(-152.885 54.000333)
POINT(-152.871167 53.954667)
POINT(-152.864333 54.948167)
POINT(-152.840333 53.936)
POINT(-152.7655 53.933833)
POINT(-152.747167 54.899667)
POINT(-152.230833 53.739833)
POINT(-152.0255 53.656833)
POINT(-151.896333 53.764333)
POINT(-151.62 57.09)
POINT(-150.570667 54.256667)
POINT(15.85 77)
POINT(15.717217 76.958635)
POINT(15.658987 80.069452)
POINT(15.658987 80.069452)
POINT(15.658987 80.069452)
POINT(15.60505 80.210262)
POINT(15.579445 80.200278)
POINT(15.439959 78.293519)
POINT(15.409444 78.394167)
POINT(15.294167 78.363667)
POINT(15.266943 78.286568)
POINT(15.062256 76.930555)
POINT(-148.589333 58.258833)
POINT(-146.203372 56.430288)
POINT(144.65261 13.23168)
POINT(-144.573285 55.979867)
POINT(-144.571472 56.317497)
POINT(-144.56 58.55)
POINT(-144.41 58.65)
POINT(-143.92671 55.811758)
POINT(143.364 -39.207)
POINT(143.303 -38.927)
POINT(143.267 -39.367)
POINT(143.25 -39.367)
POINT(143.237 -39.41)
POINT(143.233 -39.383)
POINT(143.203 -39.156)
POINT(143.196 -39.194)
POINT(143.186 -39.035)
POINT(143.18 -38.846)
POINT(143.164 -39.247)
POINT(143.141 -39.159)
POINT(143.13 -39.133)
POINT(143.123 -39.086)
POINT(143.108 -39.116)
POINT(143.1 -38.967)
POINT(143.094 -39.325)
POINT(143.086 -39.382)
POINT(143.068 -39.225)
POINT(143.067 -38.978)
POINT(143.051 -39.217)
POINT(143.043 -39.074)
POINT(143.04 -39.063)
POINT(143.027 -39.056)
POINT(143.024 -39.089)
POINT(143.02 -39.191)
POINT(143.005 -38.794)
POINT(142.994 -38.941)
POINT(142.98 -39.36)
POINT(142.95 -38.972)
POINT(142.937 -39.267)
POINT(142.917 -38.9)
POINT(142.896 -39.025)
POINT(142.893 -38.795)
POINT(142.886 -39.008)
POINT(142.845 -39.245)
POINT(142.839 -38.952)
POINT(142.831 -38.968)
POINT(142.825 -39.129)
POINT(142.822 -39.027)
POINT(142.82 -39.215)
POINT(142.808 -39.064)
POINT(142.778 -39.02)
POINT(142.764 -38.991)
POINT(142.761 -38.784)
POINT(-142.76 59.28)
POINT(142.753 -38.813)
POINT(142.738 -38.624)
POINT(142.725 -39.14)
POINT(142.718 -38.746)
POINT(142.717 -38.842)
POINT(142.679 -38.926)
POINT(142.679 -38.716)
POINT(142.66 -38.877)
POINT(142.656 -39.037)
POINT(142.652 -38.926)
POINT(142.651 -38.983)
POINT(142.643 -38.889)
POINT(142.641 -38.83)
POINT(142.633 -38.872)
POINT(142.626 -39.029)
POINT(142.621 -38.79)
POINT(142.617 -38.783)
POINT(142.617 -38.733)
POINT(142.608 -38.745)
POINT(142.6 -38.767)
POINT(142.598 -38.575)
POINT(142.592 -38.837)
POINT(142.572 -38.549)
POINT(142.567 -38.82)
POINT(142.563 -39.12)
POINT(142.561 -38.638)
POINT(142.55 -38.733)
POINT(142.542 -38.605)
POINT(142.539 -38.655)
POINT(142.517 -38.562)
POINT(142.513 -38.685)
POINT(142.51 -38.638)
POINT(142.492 -38.458)
POINT(142.48506 -38.72261)
POINT(142.479 -38.806)
POINT(142.467 -38.482)
POINT(142.463 -38.99)
POINT(142.462 -38.903)
POINT(142.462 -38.81)
POINT(142.459 -38.664)
POINT(142.455 -38.782)
POINT(142.443 -38.498)
POINT(142.43 -38.604)
POINT(142.42 -38.855)
POINT(142.41121 -38.88951)
POINT(142.4022 -38.93153)
POINT(142.385 -38.653)
POINT(142.383 -38.533)
POINT(142.38 -38.909)
POINT(142.379 -38.575)
POINT(142.37773 -38.92273)
POINT(142.375 -38.611)
POINT(142.37 -38.931)
POINT(142.363 -38.922)
POINT(142.362 -38.675)
POINT(142.34584 -38.76978)
POINT(142.34162 -38.78396)
POINT(142.332 -38.742)
POINT(142.325 -38.75)
POINT(142.324 -38.448)
POINT(142.307 -38.732)
POINT(142.306 -38.769)
POINT(142.28 -38.79)
POINT(142.25172 -38.598)
POINT(142.241 -38.618)
POINT(142.24 -38.71)
POINT(142.231 -38.561)
POINT(142.215 -38.642)
POINT(142.208 -38.84)
POINT(142.198 -38.807)
POINT(-142.194385 55.992728)
POINT(142.191 -38.693)
POINT(142.162 -38.825)
POINT(142.151 -38.73)
POINT(142.128 -38.505)
POINT(142.127 -38.786)
POINT(142.125 -38.55)
POINT(142.114 -38.819)
POINT(142.077 -38.488)
POINT(142.035 -38.739)
POINT(142.029 -38.595)
POINT(142.025 -38.805)
POINT(142.02 -38.652)
POINT(141.998 -38.75)
POINT(141.998 -38.693)
POINT(141.984 -38.472)
POINT(141.977 -38.558)
POINT(141.962 -38.465)
POINT(141.951 -38.544)
POINT(141.945 -38.389)
POINT(141.944 -38.813)
POINT(141.918 -38.628)
POINT(141.9 -38.571)
POINT(141.9 -38.567)
POINT(141.894 -38.601)
POINT(141.85 -38.773)
POINT(141.842 -38.43)
POINT(141.826 -38.526)
POINT(141.823 -38.505)
POINT(141.812 -38.506)
POINT(141.8 -38.548)
POINT(141.793 -38.526)
POINT(141.787 -38.556)
POINT(141.785 -38.705)
POINT(141.78 -38.55)
POINT(141.772 -38.542)
POINT(141.748 -38.509)
POINT(141.722 -38.595)
POINT(141.721 -38.475)
POINT(141.71 -38.449)
POINT(141.678 -38.544)
POINT(141.668 -38.52)
POINT(141.652 -38.59)
POINT(141.605 -38.611)
POINT(141.58472 -38.64764)
POINT(141.562 -38.601)
POINT(141.495 -38.504)
POINT(141.395 -38.502)
POINT(141.387 -38.552)
POINT(141.383 -38.575)
POINT(141.382 -38.485)
POINT(141.371 -38.59)
POINT(141.37 -38.586)
POINT(141.369 -38.696)
POINT(141.367 -38.515)
POINT(141.361 -38.502)
POINT(141.348 -38.602)
POINT(141.347 -38.527)
POINT(141.337 -38.515)
POINT(141.327 -38.523)
POINT(141.322 -38.592)
POINT(141.31 -38.552)
POINT(141.305 -38.383)
POINT(141.298 -38.558)
POINT(141.295 -38.577)
POINT(141.287 -38.395)
POINT(141.267 -38.383)
POINT(141.26 -38.392)
POINT(141.256 -38.4)
POINT(141.247 -38.528)
POINT(141.245 -38.377)
POINT(141.242 -38.407)
POINT(141.237 -38.443)
POINT(141.236 -38.486)
POINT(141.235 -38.479)
POINT(141.234 -38.498)
POINT(141.233 -38.471)
POINT(141.232 -38.372)
POINT(141.23 -38.377)
POINT(141.227 -38.487)
POINT(141.222 -38.488)
POINT(141.22 -38.46442)
POINT(141.217 -38.488)
POINT(141.216 -38.533)
POINT(141.193 -38.52)
POINT(141.182 -38.341)
POINT(141.182 -38.261)
POINT(141.151 -38.353)
POINT(141.149 -38.377)
POINT(141.144 -38.359)
POINT(141.133 -38.4)
POINT(141.133 -38.383)
POINT(141.123 -38.40295)
POINT(141.117 -38.383)
POINT(141.113 -38.43)
POINT(141.085 -38.24)
POINT(141.073 -38.235)
POINT(141.032 -38.475)
POINT(141.023 -38.345)
POINT(141.011 -38.35)
POINT(141.005 -38.4)
POINT(141.005 -38.332)
POINT(141 -38.308)
POINT(140.999 -38.414)
POINT(140.98 -38.375)
POINT(140.97 -38.357)
POINT(140.967 -38.388)
POINT(140.925 -38.308)
POINT(140.8938 -38.3085)
POINT(140.888 -38.23)
POINT(140.873 -38.343)
POINT(140.868 -38.237)
POINT(140.865 -38.238)
POINT(140.86 -38.208)
POINT(140.852 -38.348)
POINT(140.85 -38.368)
POINT(140.848 -38.352)
POINT(140.847 -38.228)
POINT(140.845 -38.388)
POINT(140.843 -38.185)
POINT(140.837 -38.183)
POINT(140.835 -38.385)
POINT(140.832 -38.332)
POINT(140.831 -38.398)
POINT(140.823 -38.243)
POINT(140.79 -38.235)
POINT(140.79 -38.23)
POINT(140.787 -38.295)
POINT(140.785 -38.233)
POINT(140.768 -38.195)
POINT(140.764 -38.327)
POINT(140.754 -38.34)
POINT(140.749 -38.3168)
POINT(140.748 -38.29)
POINT(140.745 -38.311)
POINT(140.743 -38.329)
POINT(140.73 -38.207)
POINT(140.725 -38.24)
POINT(140.7085 -38.303)
POINT(140.657 -38.21)
POINT(140.654 -38.16)
POINT(140.651 -38.19)
POINT(140.65 -38.233)
POINT(140.648 -38.216)
POINT(140.615 -38.13)
POINT(140.593 -38.272)
POINT(140.577 -38.155)
POINT(140.572 -38.125)
POINT(140.555 -38.091)
POINT(140.547 -38.16)
POINT(140.545 -38.123)
POINT(140.538 -38.125)
POINT(140.532 -38.158)
POINT(140.519 -38.139)
POINT(140.512 -38.13)
POINT(140.493 -38.238)
POINT(140.48 -38.107)
POINT(140.456 -38.105)
POINT(140.358 -37.97)
POINT(140.35 -38.028)
POINT(140.328 -38.064)
POINT(140.32 -38.008)
POINT(140.318 -37.993)
POINT(140.31 -37.998)
POINT(140.293 -37.963)
POINT(140.29 -37.99)
POINT(140.28 -37.998)
POINT(140.241 -38.14)
POINT(140.228 -37.963)
POINT(140.16 -37.862)
POINT(140.152 -37.832)
POINT(140.145 -37.863)
POINT(140.14 -37.84)
POINT(140.133 -37.838)
POINT(140.13 -37.842)
POINT(140.103 -37.872)
POINT(140.086 -37.855)
POINT(140.085 -37.89)
POINT(140.082 -37.753)
POINT(140.058 -37.728)
POINT(140.021 -37.795)
POINT(14.790504 78.222271)
POINT(14.78 78.28)
POINT(14.551702 78.253624)
POINT(14.4406 79.8903)
POINT(14.425 78.2077)
POINT(14.374607 78.224527)
POINT(14.321 79.889737)
POINT(14.310027 79.885879)
POINT(14.285669 79.822796)
POINT(14.169617 78.16957)
POINT(14.135628 79.7836)
POINT(14.093288 79.759428)
POINT(14 78.2)
POINT(139.997 -37.708)
POINT(139.983 -37.69)
POINT(139.977 -37.698)
POINT(139.972 -37.7)
POINT(139.958 -37.718)
POINT(139.958 -37.666)
POINT(139.95 -37.687)
POINT(139.947 -37.652)
POINT(139.918 -37.675)
POINT(139.908 -37.708)
POINT(139.838 -37.812)
POINT(139.792 -37.71)
POINT(139.768 -37.441)
POINT(139.732 -37.613)
POINT(139.725 -37.495)
POINT(139.71 -37.489)
POINT(139.52 -37.531)
POINT(139.486 -37.441)
POINT(139.482 -37.498)
POINT(139.473 -37.505)
POINT(139.469 -37.54)
POINT(139.467 -37.536)
POINT(139.463 -37.473)
POINT(139.4 -37.493)
POINT(139.355 -37.428)
POINT(139.3423 -37.3058)
POINT(139.33 -37.4)
POINT(139.3217 -37.3217)
POINT(139.317 -37.387)
POINT(139.298 -37.264)
POINT(139.285 -37.392)
POINT(139.285 -37.262)
POINT(139.273 -37.3007)
POINT(139.2727 -37.308)
POINT(139.271 -37.282)
POINT(139.2635 -37.343)
