lat,lon
38.28,-123.11
38.28,-123.11
38.28,-123.11
38.27,-123.11
38.23,-123.11
38.21,-123.11
37.98,-123.11
37.96,-123.11
37.94,-123.11
37.94,-123.11
37.94,-123.11
37.9,-123.11
37.86,-123.11
37.86,-123.11
37.73,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.71,-123.11
37.7,-123.11
37.7,-123.11
37.7,-123.11
37.69,-123.11
37.69,-123.11
37.69,-123.11
37.69,-123.11
37.69,-123.11
37.69,-123.11
37.69,-123.11
37.68,-123.11
37.68,-123.11
37.68,-123.11
37.67,-123.11
37.67,-123.11
37.67,-123.11
37.67,-123.11
37.67,-123.11
37.67,-123.11
37.66,-123.11
37.66,-123.11
37.62,-123.11
36.6815,-123.109833
38.32,-123.1
38.32,-123.1
38.28,-123.1
38.28,-123.1
38.28,-123.1
38.28,-123.1
38.28,-123.1
38.28,-123.1
38.26,-123.1
38.26,-123.1
38.26,-123.1
38.23,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.22,-123.1
38.21,-123.1
38.21,-123.1
38.21,-123.1
38.2,-123.1
38.2,-123.1
38.2,-123.1
38.19,-123.1
38.19,-123.1
38.17,-123.1
38.03,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
38.0,-123.1
37.93,-123.1
37.93,-123.1
37.93,-123.1
37.92,-123.1
37.92,-123.1
37.85,-123.1
37.85,-123.1
37.84,-123.1
37.82,-123.1
37.81,-123.1
37.72,-123.1
37.72,-123.1
37.71,-123.1
37.71,-123.1
37.71,-123.1
37.71,-123.1
37.69,-123.1
37.69,-123.1
37.68,-123.1
37.68,-123.1
37.68,-123.1
37.68,-123.1
37.68,-123.1
34.281667,-123.096833
37.714972,-123.092472
37.714972,-123.092472
34.802833,-123.092333
37.97,-123.09
37.91,-123.09
37.84,-123.09
37.84,-123.09
37.84,-123.09
37.84,-123.09
37.84,-123.09
37.84,-123.09
37.83,-123.09
37.83,-123.09
37.83,-123.09
37.69,-123.09
37.69,-123.09
37.66593,-123.088012
37.832167,-123.088
38.17,-123.08
38.17,-123.08
37.82,-123.08
37.82,-123.08
37.78,-123.08
37.78,-123.08
37.72,-123.08
37.72,-123.08
37.7,-123.08
37.7,-123.08
37.67,-123.08
37.67,-123.08
37.67,-123.08
37.66,-123.08
37.64,-123.08
37.63,-123.08
34.65,-123.08
34.28,-123.08
34.1365,-123.070167
37.72,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.68,-123.07
37.65,-123.07
37.65,-123.07
37.65,-123.07
37.64,-123.07
37.64,-123.07
37.2,-123.0667
34.675833,-123.065
37.63975,-123.063417
37.63975,-123.063417
38.25,-123.06
37.97,-123.06
37.95,-123.06
37.95,-123.06
37.75,-123.06
37.74,-123.06
37.73,-123.06
37.69,-123.06
37.69,-123.06
37.68,-123.06
37.68,-123.06
37.67,-123.06
37.67,-123.06
37.67,-123.06
37.66,-123.06
37.66,-123.06
37.65,-123.06
37.65,-123.06
37.64,-123.06
34.765667,-123.0515
37.91,-123.05
37.75,-123.05
37.75,-123.05
37.74,-123.05
37.74,-123.05
37.74,-123.05
37.74,-123.05
37.74,-123.05
37.74,-123.05
37.74,-123.05
37.66,-123.05
37.66,-123.05
37.66,-123.05
37.66,-123.05
37.66,-123.05
37.66,-123.05
37.65,-123.05
37.65,-123.05
37.63,-123.05
37.63,-123.05
37.63,-123.05
37.63,-123.05
38.054,-123.049833
37.85,-123.04
37.84,-123.04
37.75,-123.04
37.75,-123.04
37.75,-123.04
37.75,-123.04
37.75,-123.04
37.75,-123.04
37.75,-123.04
37.75,-123.04
37.74,-123.04
37.74,-123.04
37.74,-123.04
37.65,-123.04
37.65,-123.04
37.65,-123.04
37.63,-123.04
37.63,-123.04
37.61,-123.04
37.84,-123.03
37.84,-123.03
37.84,-123.03
37.77,-123.03
37.75,-123.03
37.75,-123.03
37.75,-123.03
37.69,-123.03
37.64,-123.03
37.63,-123.03
37.63,-123.03
37.62,-123.03
37.62,-123.03
37.57,-123.03
37.8,-123.02
37.77,-123.02
37.64,-123.02
37.62,-123.02
37.7013,-123.0144
37.7006,-123.0109
37.78,-123.01
37.75,-123.01
37.75,-123.01
37.65,-123.01
37.65,-123.01
37.65,-123.01
37.65,-123.01
37.65,-123.01
37.65,-123.01
37.64,-123.01
37.63,-123.01
37.63,-123.01
37.58,-123.01
37.7019,-123.0092
37.375,-123.0083
37.81,-123.0
37.73,-123.0
37.72,-123.0
37.7,-123.0
37.7,-123.0
37.7,-123.0
37.7,-123.0
37.69,-123.0
37.69,-123.0
37.67,-123.0
37.67,-123.0
37.67,-123.0
37.65,-123.0
37.65,-123.0
37.64,-123.0
37.6,-123.0
37.6,-123.0
37.6,-123.0
37.6,-123.0
37.6,-123.0
37.48,-123.0
37.89653,-122.997437
37.4524,-122.9905
37.63,-122.99
37.63,-122.99
37.63,-122.99
37.63,-122.99
37.62,-122.99
37.59,-122.99
37.59,-122.99
37.57,-122.99
37.49,-122.99
37.49,-122.99
37.84,-122.98
37.79,-122.98
37.79,-122.98
37.79,-122.98
37.77,-122.98
37.77,-122.98
37.73,-122.98
37.7,-122.98
37.7,-122.98
37.7,-122.98
37.7,-122.98
37.7,-122.98
37.67,-122.98
37.67,-122.98
37.65,-122.98
37.65,-122.98
37.62,-122.98
37.6,-122.98
37.6,-122.98
37.6,-122.98
37.58,-122.98
37.58,-122.98
37.56,-122.98
37.55,-122.98
37.55,-122.98
37.54,-122.98
35.467333,-122.972833
34.06332,-122.970613
37.8,-122.97
37.76,-122.97
37.76,-122.97
37.76,-122.97
37.76,-122.97
37.7,-122.97
37.68,-122.97
37.67,-122.97
37.67,-122.97
37.67,-122.97
37.65,-122.97
37.6,-122.97
37.6,-122.97
37.6,-122.97
37.56,-122.97
37.74,-122.96
37.74,-122.96
37.67,-122.96
37.67,-122.96
37.59,-122.96
37.56,-122.96
37.56,-122.96
37.56,-122.96
37.55,-122.96
37.54,-122.96
37.54,-122.96
37.53,-122.96
37.53,-122.96
37.53,-122.96
37.53,-122.96
37.53,-122.96
37.53,-122.96
34.031178,-122.954903
37.675669,-122.954693
37.85,-122.95
37.85,-122.95
37.77,-122.95
37.72,-122.95
37.72,-122.95
37.6,-122.95
37.6,-122.95
34.026751,-122.9435
34.827333,-122.942
34.818667,-122.9405
37.85,-122.94
37.7,-122.94
37.55,-122.94
37.55,-122.94
37.55,-122.94
37.54,-122.94
37.53,-122.94
37.49,-122.94
37.49,-122.94
37.43,-122.94
37.43,-122.94
34.82,-122.94
34.82,-122.94
37.712887,-122.937012
37.536223,-122.93252
37.84,-122.93
37.54,-122.93
37.54,-122.93
37.54,-122.93
37.52,-122.93
37.83,-122.92
37.83,-122.92
37.61,-122.92
34.8,-122.92
37.221333,-122.915333
37.54,-122.91
37.770715,-122.908859
37.77,-122.9
37.77,-122.9
37.5,-122.9
37.5,-122.9
36.5,-122.9
36.5,-122.9
36.5,-122.9
36.5,-122.9
36.5,-122.9
36.5,-122.9
36.5,-122.9
34.375667,-122.885833
37.384348,-122.883507
37.191333,-122.878667
37.645967,-122.878207
37.5,-122.87
37.5,-122.87
37.5,-122.87
37.5,-122.87
37.5,-122.87
37.45,-122.87
37.45,-122.87
37.32915,-122.86855
37.812391,-122.865053
35.8145,-122.863
37.368133,-122.86225
37.368133,-122.86225
37.5,-122.86
37.43,-122.86
37.43,-122.85
37.55,-122.84
37.824744,-122.837253
37.400833,-122.830333
34.38,-122.83
34.380333,-122.8295
37.24,-122.81
37.24,-122.81
37.49,-122.8
37.49,-122.8
34.43,-122.8
34.43,-122.8
35.682333,-122.798667
37.46,-122.79
37.46,-122.79
35.6128,-122.7813
37.757687,-122.77565
37.34,-122.77
37.4,-122.760333
37.53,-122.76
37.46,-122.76
37.46,-122.76
37.46,-122.76
37.46,-122.76
37.32,-122.76
37.32,-122.76
34.41,-122.76
34.41,-122.76
34.41,-122.76
34.41,-122.76
37.52,-122.75
37.52,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.4,-122.75
37.16,-122.75
37.52,-122.74
37.14,-122.74
34.153451,-122.73449
37.52,-122.73
37.52,-122.73
37.52,-122.73
37.22,-122.73
37.22,-122.73
37.5,-122.72
37.5,-122.72
37.19,-122.72
37.19,-122.72
37.19,-122.72
37.19,-122.72
37.13,-122.72
37.13,-122.72
37.13,-122.72
37.13,-122.72
37.12,-122.72
37.51,-122.71
37.16,-122.71
37.16,-122.71
37.13,-122.71
37.12,-122.71
37.11,-122.71
34.35,-122.71
35.300333,-122.706
37.47,-122.7
37.13,-122.7
37.13,-122.7
36.6167,-122.7
33.46,-122.7
33.46,-122.7
36.3667,-122.6954
33.461667,-122.693333
37.11,-122.69
37.11,-122.69
37.1,-122.69
37.1,-122.69
34.178228,-122.688763
34.476167,-122.6825
37.09,-122.68
34.304833,-122.675833
37.49,-122.67
37.49,-122.67
37.388333,-122.658333
33.43,-122.65
37.07,-122.64
35.77,-122.63
35.77,-122.63
33.405667,-122.63
37.374174,-122.616054
37.3,-122.59
36.99,-122.59
37.373623,-122.58209
35.841667,-122.573
32.70878,-122.571122
37.37,-122.57
33.445825,-122.564681
37.17,-122.56
37.373072,-122.548126
32.5288,-122.5413
33.458608,-122.536227
33.484484,-122.53108
37.286,-122.530833
37.28,-122.53
37.12,-122.53
37.12,-122.53
37.12,-122.53
37.12,-122.53
37.12,-122.53
37.1,-122.53
37.1,-122.53
37.04,-122.53
37.274833,-122.527833
37.265167,-122.523
37.12,-122.52
37.12,-122.52
37.372522,-122.514162
33.494434,-122.51258
37.248333,-122.512167
37.312833,-122.511333
37.22,-122.51
37.19,-122.51
37.1,-122.51
37.322,-122.505667
9.5,-122.5
8.5,-122.5
38.5,-122.5
37.5,-122.5
37.1,-122.5
37.1,-122.5
36.5,-122.5
35.5,-122.5
34.5,-122.5
33.5,-122.5
32.5,-122.5
31.5,-122.5
29.5,-122.5
28.5,-122.5
10.5,-122.5
36.152167,-122.492833
37.08,-122.49
37.08,-122.49
37.08,-122.49
37.08,-122.49
37.03,-122.49
37.0,-122.49
37.372123,-122.48959
33.508539,-122.484924
37.08,-122.48
37.08,-122.48
37.07,-122.48
37.04,-122.48
36.12,-122.48
36.12,-122.48
37.13,-122.47
37.06,-122.46
37.06,-122.46
36.98,-122.46
34.544833,-122.440667
37.16,-122.44
37.05,-122.44
37.05,-122.44
37.02,-122.44
37.082102,-122.427664
37.06,-122.42
37.04,-122.41
37.04,-122.41
37.04,-122.41
37.04,-122.41
37.04,-122.41
37.04,-122.41
37.04,-122.41
37.02,-122.41
37.02,-122.41
37.02,-122.41
37.02,-122.41
37.02,-122.41
37.01,-122.41
37.0,-122.41
34.57,-122.41
34.57,-122.41
35.843167,-122.401167
37.0,-122.4
37.0,-122.4
37.0,-122.4
37.0,-122.4
37.0,-122.4
36.99,-122.4
36.99,-122.4
36.99,-122.4
36.98,-122.4
36.98,-122.4
36.98,-122.4
36.98,-122.4
37.04,-122.39
37.01,-122.39
37.01,-122.39
37.01,-122.39
37.01,-122.39
37.01,-122.39
37.0,-122.39
37.0,-122.39
37.0,-122.39
36.99,-122.39
36.99,-122.39
37.02,-122.38
37.01,-122.38
36.97,-122.38
33.561542,-122.377561
36.7,-122.37
36.7,-122.37
36.2139,-122.3695
36.8302,-122.363
37.0,-122.36
36.93,-122.36
36.644457,-122.351761
36.99,-122.35
36.99,-122.35
33.579063,-122.346642
32.806617,-122.33176
36.748333,-122.330167
36.47,-122.31
36.47,-122.31
36.47,-122.31
36.97,-122.3
36.97,-122.3
36.97,-122.3
36.97,-122.3
36.97,-122.3
36.92,-122.3
36.99,-122.29
34.702833,-122.286333
36.8667,-122.282
36.98,-122.28
36.94,-122.28
36.92,-122.28
36.92,-122.28
35.7167,-122.2708
33.621377,-122.263673
36.716368,-122.26032
37.01,-122.26
37.01,-122.26
36.91,-122.26
36.82,-122.26
36.82,-122.26
36.77,-122.26
36.77,-122.26
36.87,-122.25
36.87,-122.25
36.87,-122.25
36.5582,-122.2421
36.902167,-122.240833
36.68,-122.24
33.635481,-122.236017
36.8,-122.23
36.8,-122.23
36.75,-122.23
36.577122,-122.223244
36.89,-122.22
36.88,-122.22
36.88,-122.22
36.7,-122.22
35.756,-122.217667
33.524667,-122.217333
36.8032,-122.2105
36.88,-122.21
36.88,-122.21
36.88,-122.21
36.83,-122.21
36.64,-122.21
36.63,-122.21
33.649586,-122.20836
36.87,-122.2
36.87,-122.2
36.67,-122.2
36.61,-122.2
36.54,-122.2
36.54,-122.2
36.864233,-122.194433
36.86416,-122.19424
36.86,-122.19
36.86,-122.19
36.86,-122.19
33.46,-122.19
33.670672,-122.189858
36.85,-122.18
36.81,-122.18
36.51,-122.18
36.863033,-122.17787
36.744386,-122.176208
36.856767,-122.172083
36.732648,-122.170487
36.84,-122.17
36.84,-122.17
36.79,-122.17
36.64,-122.17
36.64,-122.17
36.59,-122.17
36.58,-122.17
36.86255,-122.16708
33.648759,-122.165928
36.849,-122.1624
36.86,-122.16
36.86,-122.16
36.86,-122.16
36.84,-122.16
36.84,-122.16
36.84,-122.16
36.68,-122.16
36.42,-122.16
36.847895,-122.159183
36.86,-122.15
36.86,-122.15
36.8,-122.15
36.51,-122.15
33.717833,-122.143
33.721333,-122.142333
36.76,-122.14
36.62,-122.14
36.62,-122.14
36.55,-122.14
36.51,-122.14
36.51,-122.14
36.48,-122.14
35.719,-122.1395
36.725833,-122.135333
36.806,-122.134167
36.806,-122.134167
36.83,-122.13
36.81,-122.13
36.79,-122.13
36.79,-122.13
36.62,-122.13
36.49,-122.13
36.599333,-122.125167
36.2141,-122.1205
36.82,-122.12
36.82,-122.12
36.79,-122.12
36.79,-122.12
36.79,-122.12
36.66,-122.12
36.65,-122.12
36.62,-122.12
36.51,-122.12
33.71,-122.12
36.8,-122.116
36.796667,-122.113333
36.796667,-122.113333
36.796667,-122.113333
36.796667,-122.113333
36.796667,-122.113333
36.796667,-122.113333
36.799167,-122.110833
36.85,-122.11
36.85,-122.11
36.8,-122.11
36.8,-122.11
36.8,-122.11
36.8,-122.11
36.79,-122.11
36.79,-122.11
36.79,-122.11
36.79,-122.11
36.78,-122.11
36.78,-122.11
36.71,-122.11
36.71,-122.11
36.71,-122.11
36.52,-122.11
36.52,-122.11
36.47,-122.11
33.715151,-122.108532
36.805355,-122.106207
36.729116,-122.102995
36.81,-122.1
36.81,-122.1
36.8,-122.1
36.8,-122.1
36.79,-122.1
36.79,-122.1
36.79,-122.1
36.79,-122.1
36.77,-122.1
36.62,-122.1
36.62,-122.1
36.62,-122.1
36.62,-122.1
36.6,-122.1
36.83,-122.09
36.83,-122.09
36.8,-122.09
36.79,-122.09
36.79,-122.09
36.79,-122.09
36.79,-122.09
36.79,-122.09
36.79,-122.09
36.79,-122.09
36.64,-122.09
36.64,-122.09
36.62,-122.09
36.62,-122.09
36.55,-122.09
36.793056,-122.086389
36.764833,-122.082333
36.797239,-122.081047
36.776957,-122.080052
36.82,-122.08
36.82,-122.08
36.8,-122.08
36.8,-122.08
36.79,-122.08
36.62,-122.08
36.62,-122.08
36.55,-122.08
36.49,-122.08
36.807412,-122.079871
36.714167,-122.079833
36.870722,-122.079706
36.775313,-122.078947
36.773713,-122.07721
36.801872,-122.077145
36.769238,-122.076902
36.803185,-122.075518
36.802177,-122.072575
36.83,-122.07
36.83,-122.07
36.82,-122.07
36.82,-122.07
36.81,-122.07
36.81,-122.07
36.8,-122.07
36.8,-122.07
36.8,-122.07
36.8,-122.07
36.8,-122.07
36.8,-122.07
36.8,-122.07
36.79,-122.07
36.79,-122.07
36.78,-122.07
36.72,-122.07
36.72,-122.07
36.71,-122.07
36.71,-122.07
36.71,-122.07
36.71,-122.07
36.7,-122.07
36.7,-122.07
36.63,-122.07
36.61,-122.07
36.61,-122.07
36.61,-122.07
36.52,-122.07
36.721457,-122.066849
36.80235,-122.065975
36.617167,-122.0655
33.9265,-122.064167
36.792482,-122.06148
36.784807,-122.06142
36.79685,-122.06121
36.701217,-122.060401
36.8,-122.06
36.79,-122.06
36.78,-122.06
36.78,-122.06
36.78,-122.06
36.74,-122.06
36.74,-122.06
36.72,-122.06
36.72,-122.06
36.72,-122.06
36.71,-122.06
36.71,-122.06
36.65,-122.06
36.65,-122.06
36.64,-122.06
36.63,-122.06
36.63,-122.06
36.62,-122.06
36.62,-122.06
36.6,-122.06
36.6,-122.06
36.53,-122.06
36.6816,-122.0581
36.637019,-122.057419
34.643167,-122.057
36.799118,-122.056835
36.629333,-122.0565
36.843,-122.054
36.843,-122.054
36.843,-122.054
36.845113,-122.052097
36.81,-122.05
36.79,-122.05
36.79,-122.05
36.74,-122.05
36.73,-122.05
36.64,-122.05
36.64,-122.05
36.64,-122.05
36.63,-122.05
36.61,-122.05
36.57,-122.05
36.52,-122.05
36.783333,-122.045
35.8667,-122.0436
36.7075,-122.043333
36.70021,-122.042657
36.349833,-122.0415
36.79,-122.04
36.79,-122.04
36.74,-122.04
36.73,-122.04
36.73,-122.04
36.59,-122.04
36.58,-122.04
36.55,-122.04
36.55,-122.04
36.48,-122.04
33.75,-122.04
36.611025,-122.037877
36.807007,-122.037868
36.802714,-122.037358
36.76322,-122.036945
36.814709,-122.036911
36.802106,-122.036226
36.819407,-122.035978
36.8075,-122.0346
36.79139,-122.034275
36.818045,-122.031598
36.83,-122.03
36.8,-122.03
36.78,-122.03
36.74,-122.03
36.74,-122.03
36.68,-122.03
36.68,-122.03
36.68,-122.03
36.68,-122.03
36.68,-122.03
36.67,-122.03
36.67,-122.03
36.66,-122.03
36.62,-122.03
36.61,-122.03
36.61,-122.03
36.61,-122.03
36.61,-122.03
36.58,-122.03
36.57,-122.03
36.57,-122.03
36.46,-122.03
36.46,-122.03
36.46,-122.03
36.563772,-122.02785
33.0205,-122.026667
36.625241,-122.024578
36.608257,-122.024428
36.637968,-122.023923
36.648038,-122.023816
36.636017,-122.023717
36.647833,-122.023
36.225442,-122.022349
36.782398,-122.021518
36.91,-122.02
36.91,-122.02
36.91,-122.02
36.83,-122.02
36.82,-122.02
36.81,-122.02
36.8,-122.02
36.8,-122.02
36.8,-122.02
36.8,-122.02
36.79,-122.02
36.79,-122.02
36.79,-122.02
36.76,-122.02
36.76,-122.02
36.75,-122.02
36.75,-122.02
36.72,-122.02
36.69,-122.02
36.69,-122.02
36.69,-122.02
36.68,-122.02
36.68,-122.02
36.68,-122.02
36.67,-122.02
36.67,-122.02
36.67,-122.02
36.66,-122.02
36.66,-122.02
36.66,-122.02
36.65,-122.02
36.65,-122.02
36.65,-122.02
36.65,-122.02
36.64,-122.02
36.64,-122.02
36.64,-122.02
36.63,-122.02
36.63,-122.02
36.63,-122.02
36.63,-122.02
36.63,-122.02
36.63,-122.02
36.62,-122.02
36.62,-122.02
36.62,-122.02
36.62,-122.02
36.62,-122.02
36.62,-122.02
36.61,-122.02
36.6,-122.02
36.6,-122.02
36.59,-122.02
36.59,-122.02
36.58,-122.02
36.57,-122.02
36.57,-122.02
36.57,-122.02
36.57,-122.02
36.57,-122.02
36.55,-122.02
36.55,-122.02
36.55,-122.02
36.49,-122.02
36.48,-122.02
36.601166,-122.019852
36.812245,-122.019798
36.602885,-122.019698
36.685837,-122.019672
36.614857,-122.019647
36.623275,-122.019432
36.623275,-122.019432
36.655222,-122.019372
36.800578,-122.01934
36.655,-122.018333
36.7977,-122.0169
36.797,-122.0169
36.653095,-122.015517
36.585,-122.015
36.736833,-122.0145
36.736833,-122.0145
36.736833,-122.0145
36.652609,-122.013685
36.928532,-122.013219
36.664192,-122.013069
36.796776,-122.012667
36.704167,-122.010333
36.81,-122.01
36.81,-122.01
36.81,-122.01
36.79,-122.01
36.71,-122.01
36.71,-122.01
36.7,-122.01
36.7,-122.01
36.69,-122.01
36.69,-122.01
36.69,-122.01
36.69,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.68,-122.01
36.67,-122.01
36.67,-122.01
36.67,-122.01
36.67,-122.01
36.67,-122.01
36.66,-122.01
36.66,-122.01
36.66,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.65,-122.01
36.64,-122.01
36.64,-122.01
36.64,-122.01
36.64,-122.01
36.64,-122.01
36.64,-122.01
36.63,-122.01
36.62,-122.01
36.62,-122.01
36.62,-122.01
36.62,-122.01
36.62,-122.01
36.6,-122.01
36.6,-122.01
36.6,-122.01
36.59,-122.01
36.59,-122.01
36.59,-122.01
36.59,-122.01
36.58,-122.01
36.58,-122.01
36.58,-122.01
36.58,-122.01
36.58,-122.01
36.57,-122.01
36.54,-122.01
36.54,-122.01
35.58,-122.01
35.58,-122.01
33.03,-122.01
36.586312,-122.009733
36.55775,-122.009683
36.775897,-122.009248
36.798401,-122.007439
36.685106,-122.006348
36.681513,-122.00599
36.687708,-122.004357
36.701765,-122.002057
36.652996,-122.001801
36.569122,-122.001332
36.652,-122.001
36.5723,-122.000795
36.83,-122.0
36.83,-122.0
36.83,-122.0
36.81,-122.0
36.81,-122.0
36.81,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.8,-122.0
36.78,-122.0
36.78,-122.0
36.78,-122.0
36.78,-122.0
36.78,-122.0
36.77,-122.0
36.74,-122.0
36.71,-122.0
36.71,-122.0
36.71,-122.0
36.7,-122.0
36.7,-122.0
36.7,-122.0
36.7,-122.0
36.7,-122.0
36.7,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.69,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.68,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.67,-122.0
36.66,-122.0
36.66,-122.0
36.64,-122.0
36.63,-122.0
36.63,-122.0
36.63,-122.0
36.62,-122.0
36.62,-122.0
36.6,-122.0
36.58,-122.0
36.58,-122.0
36.56,-122.0
36.56,-122.0
36.56,-122.0
36.52,-122.0
36.5,-122.0
36.5,-122.0
36.5,-122.0
36.5,-122.0
36.5,-122.0
36.5,-122.0
36.5,-122.0
36.5,-122.0
36.49,-122.0
36.49,-122.0
36.49,-122.0
36.49,-122.0
36.48,-122.0
36.08,-122.0
36.08,-122.0
34.62,-122.0
34.62,-122.0
36.623237,-121.999185
36.698513,-121.996828
36.697106,-121.995043
36.699875,-121.995042
36.647745,-121.994247
36.698253,-121.993692
36.562287,-121.993437
36.598527,-121.993046
36.806329,-121.992965
36.827974,-121.992874
36.538752,-121.991047
36.757446,-121.990847
36.706723,-121.990713
36.8,-121.99
36.8,-121.99
36.8,-121.99
36.8,-121.99
36.78,-121.99
36.78,-121.99
36.78,-121.99
36.77,-121.99
36.77,-121.99
36.75,-121.99
36.75,-121.99
36.75,-121.99
36.72,-121.99
36.71,-121.99
36.71,-121.99
36.71,-121.99
36.71,-121.99
36.71,-121.99
36.71,-121.99
36.71,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.7,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.69,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.68,-121.99
36.67,-121.99
36.66,-121.99
36.64,-121.99
36.64,-121.99
36.63,-121.99
36.63,-121.99
36.56,-121.99
36.56,-121.99
36.55,-121.99
36.55,-121.99
36.55,-121.99
36.55,-121.99
36.55,-121.99
36.55,-121.99
36.55,-121.99
36.55,-121.99
36.53,-121.99
36.51,-121.99
36.719042,-121.989905
36.702333,-121.989333
36.68619,-121.988913
36.714703,-121.98874
36.714703,-121.98874
36.623112,-121.988432
36.812218,-121.986907
36.721118,-121.98539
36.722132,-121.984568
36.538082,-121.984243
36.538082,-121.984243
36.8355,-121.984167
36.66687,-121.984119
36.805,-121.982975
36.719156,-121.980469
36.717619,-121.98023
36.8,-121.98
36.8,-121.98
36.79,-121.98
36.77,-121.98
36.77,-121.98
36.75,-121.98
36.75,-121.98
36.75,-121.98
36.75,-121.98
36.75,-121.98
36.75,-121.98
36.73,-121.98
36.73,-121.98
36.73,-121.98
36.72,-121.98
36.72,-121.98
36.72,-121.98
36.71,-121.98
36.71,-121.98
36.71,-121.98
36.71,-121.98
36.71,-121.98
36.71,-121.98
36.71,-121.98
36.71,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.7,-121.98
36.69,-121.98
36.69,-121.98
36.69,-121.98
36.69,-121.98
36.68,-121.98
36.68,-121.98
36.68,-121.98
36.68,-121.98
36.68,-121.98
36.67,-121.98
36.66,-121.98
36.65,-121.98
36.65,-121.98
36.65,-121.98
36.56,-121.98
36.24,-121.98
36.539903,-121.978558
33.09,-121.978333
36.708415,-121.976367
36.735312,-121.9747
32.973685,-121.970574
36.83,-121.97
36.77,-121.97
